source,target,key,type,description,evidence,confidence,citations,chunk_id,page,file_name
Finding:finding_simulants_differ,Document:doc_regolith_p10_c2ca,REPORTED_IN:4cdd265d7ab0b992,REPORTED_IN,The significant-differences statement is reported in the document chunk.,the analysis showed significant differences between the considered regolith simulants,0.85,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Limitation:limitation_comparability_unclear,Paper:regolith,REPORTED_IN:44a2d20c6491ba1c,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,1.0,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,,,
Finding:finding_texture_shape_differences,Paper:regolith,REPORTED_IN:85674e6ff421720a,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,1.0,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,,,
Finding:finding_texture_shape_differences,Variable:gray_values,MEASURES:c0a2d80d3c41f2f5,MEASURES,Texture differences are expressed as differences in gray values.,significant differences with respect to particle-wise texture (gray values),0.82,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,chunk_e99dbc4d11e11bdf,13,regolith.pdf
Finding:finding_texture_shape_differences,Variable:particle_shape,AFFECTS:e0c486ae6cb36946,AFFECTS,Some simulants also differ with respect to particle shape.,"and, for some simulants, also with respect to particle shape",0.8,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,chunk_e99dbc4d11e11bdf,13,regolith.pdf
Concept:concept_descriptor_behavior_correlation,Paper:regolith,REPORTED_IN:de93be2891860651,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,1.0,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,,,
Concept:concept_descriptor_behavior_correlation,Concept:particle_descriptors,SUPPORTS:95e852ea93a573dd,SUPPORTS,Particle descriptors are stated to correlate with behavior in mechanical processing for other particulate materials.,descriptors of particles correlate with their behavior in mechanical processing,0.76,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,chunk_e99dbc4d11e11bdf,13,regolith.pdf
Concept:concept_descriptor_behavior_correlation,Material:regolith_simulants,APPLIES_TO:87b6ade782e55ea1,APPLIES_TO,The text suggests similar descriptor-behavior correlations may apply to regolith simulants.,we may expect similar correlations for regolith simulants,0.68,regolith.pdf p.13 page_text chunk_e99dbc4d11e11bdf,chunk_e99dbc4d11e11bdf,13,regolith.pdf
Document:doc_regolith_p10_c2ca,Paper:regolith,REPORTED_IN:6bcf64dcf1c9a9c6,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Document:doc_regolith_p10_c2ca,Material:csm-lht-1,MENTIONS:ff9001ac6a1c1527,MENTIONS,The document chunk analyzes particle descriptors of CSM-LHT-1.,particle descriptors of CSM-LHT-1,0.95,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Document:doc_regolith_p10_c2ca,Person:person_chiaramonti,MENTIONS:2ea5e4b67417c992,MENTIONS,The chunk cites Chiaramonti as a source for Apollo sample 3D lunar regolith data.,"(Chiaramonti & Garboczi, 2024)",0.85,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Document:doc_regolith_p10_c2ca,Person:person_garboczi,MENTIONS:1d032f60f9b2ceb8,MENTIONS,The chunk cites Garboczi as a source for Apollo sample 3D lunar regolith data.,"(Chiaramonti & Garboczi, 2024)",0.85,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Document:doc_regolith_p10_c2ca,Person:person_wu,MENTIONS:3c493bc185584669,MENTIONS,The chunk cites Wu et al. as a source for Chang’e-5 data and segmentation artifact note.,"(Wu et al., 2025)",0.85,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Material:csm-lht-1,Paper:regolith,REPORTED_IN:08a71d13dfb6857a,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Variable:rs,Paper:regolith,REPORTED_IN:260b422ed22b9a6d,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Variable:rs,Equation:eq_rs_range,HAS_PROPERTY:3714808332f797f9,HAS_PROPERTY,"The coefficient rs is constrained to lie within [-1, 1].","rs∈[−1,1]",0.95,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Equation:eq_rs_range,Paper:regolith,REPORTED_IN:d0d6f3dd0b3e4d55,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Variable:sphericity_s,Paper:regolith,REPORTED_IN:187ddd31a6cec989,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Variable:mean_gray_mugt,Paper:regolith,REPORTED_IN:d0c9d006aaba5856,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Variable:volume_v,Paper:regolith,REPORTED_IN:52f976258f5350c4,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Variable:n_particles,Paper:regolith,REPORTED_IN:fc7b9e5c711f1954,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Method:joint_histograms_s_mugt,Paper:regolith,REPORTED_IN:209cd671ac058e20,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Method:joint_histograms_s_mugt,Variable:sphericity_s,MEASURES:99a2c4262e60b85a,MEASURES,Joint histograms are constructed for sphericity S.,joint distribution of sphericity S,0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Method:joint_histograms_s_mugt,Variable:mean_gray_mugt,MEASURES:44cf435c838360a1,MEASURES,Joint histograms are constructed for mean gray value μ(Gt).,mean gray value μ(Gt),0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Equation:eq_v_lt_2600,Paper:regolith,REPORTED_IN:7ba43b862bd5c891,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Finding:finding_rs_035_subset,Paper:regolith,REPORTED_IN:d06a5418143b515f,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Finding:finding_rs_035_subset,Equation:eq_v_lt_2600,EVIDENCED_BY:15630c3cb5d3cb06,EVIDENCED_BY,The rs=0.35 result is reported for the subset V<2600 μm^3.,Particles with volume V<2600μm3,0.95,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Finding:finding_rs_035_subset,Variable:rs,HAS_PROPERTY:8949c10d45792f36,HAS_PROPERTY,The subset finding reports rs=0.35.,rs=0.35,0.95,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Finding:finding_rs_035_subset,Variable:n_particles,HAS_PROPERTY:14dbf1192b442f03,HAS_PROPERTY,The subset finding reports n=2762.,n=2762,0.95,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Finding:finding_rs_035_subset,Document:doc_regolith_p10_c2ca,REPORTED_IN:266bb3ff03d8f685,REPORTED_IN,The rs=0.35 subset result is reported in the document chunk.,"Left: Particles with volume V<2600μm3, n=2762, rs=0.35.",0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Finding:finding_rs_007_all,Paper:regolith,REPORTED_IN:de4b9baea5a17a38,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Finding:finding_rs_007_all,Variable:rs,HAS_PROPERTY:fb58bb16b5a35ec5,HAS_PROPERTY,The all-particles finding reports rs=0.07.,rs=0.07,0.95,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Finding:finding_rs_007_all,Variable:n_particles,HAS_PROPERTY:b4e5e10d50204f2d,HAS_PROPERTY,The all-particles finding reports n=24734.,n=24734,0.95,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Finding:finding_rs_007_all,Document:doc_regolith_p10_c2ca,REPORTED_IN:bc5cb5d6ea9f06cd,REPORTED_IN,The rs=0.07 all-particles result is reported in the document chunk.,"Right: All particles, n=24734, rs=0.07.",0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Method:copula_based_model,Paper:regolith,REPORTED_IN:e9724567e8cbe08d,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Method:copula_based_model,Concept:copulas,USES:821258a59f32b4ca,USES,The model uses copulas.,copulas as introduced in the corresponding section,0.8,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Concept:copulas,Paper:regolith,REPORTED_IN:907a347be5407ec6,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Concept:fitted_distribution_v_s_mugt,Paper:regolith,REPORTED_IN:b057c7ed2e592aa6,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Method:validation_histogram_comparison,Paper:regolith,REPORTED_IN:c91ac6be961405db,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Method:validation_histogram_comparison,Method:copula_based_model,VALIDATES:9ea4ffd35d092d77,VALIDATES,A validation procedure is used to validate the copula-based model.,To validate the copula-based model,0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Method:validation_histogram_comparison,Dataset:realizations_10000,USES:dfe8bd06a85aa9c8,USES,"Validation draws 10,000 realizations.","we draw 10,000 realizations",0.95,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Method:validation_histogram_comparison,Dataset:ct_images,USES:f2e540c1ede3aeb9,USES,Validation compares to histograms computed from CT images.,computed from CT images,0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Method:validation_histogram_comparison,Dataset:bivariate_histograms,USES:89e71b7883cc6e8b,USES,Validation visually compares resulting bivariate histograms.,visually compare resulting (bivariate) histograms,0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Dataset:realizations_10000,Paper:regolith,REPORTED_IN:1ae0fa1e6b1106db,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Dataset:realizations_10000,Concept:fitted_distribution_v_s_mugt,DERIVED_FROM:1b5ab4d42dd34d4d,DERIVED_FROM,"The realizations are drawn from the fitted distribution of (V, S, μ(Gt)).","from the fitted distribution of descriptors of (V,S,μ(Gt))",0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Dataset:ct_images,Paper:regolith,REPORTED_IN:7a004c7a35c1dd29,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Dataset:bivariate_histograms,Paper:regolith,REPORTED_IN:105cdd3de4b205d8,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Dataset:bivariate_histograms,Dataset:ct_images,DERIVED_FROM:16b80867464e7977,DERIVED_FROM,Corresponding histograms of descriptor values are computed from CT images.,histograms of descriptor values computed from CT images,0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Method:comparison_to_lunar_regolith,Paper:regolith,REPORTED_IN:db9f95e8e60c3fa1,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Method:comparison_to_lunar_regolith,Dataset:dataset_lunar_regolith_3d,USES:4dbb64e132d91747,USES,Comparison to lunar regolith uses recently published 3D data.,we additionally consider recently published 3D data of the lunar regolith,0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Method:comparison_to_lunar_regolith,Material:regolith_simulants,COMPARES_WITH:a840748e0cb78824,COMPARES_WITH,The analysis aims to showcase differences between simulants and actual lunar regolith.,differences between regolith simulants and actual lunar regolith,0.85,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Method:comparison_to_lunar_regolith,Material:lunar_regolith,APPLIES_TO:f796b031e6b4edc1,APPLIES_TO,The comparison involves actual lunar regolith.,actual lunar regolith,0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Method:comparison_to_lunar_regolith,Equation:eq_v_gt_15000,USES:b571e4b665ffe750,USES,The lunar-regolith comparison only considers particles with volume larger than 15000 μm^3.,we only consider particles with a volume larger than 15000μm3,0.95,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Method:comparison_to_lunar_regolith,Limitation:segmentation_artifacts,LIMITED_BY:65eb67c1f770186d,LIMITED_BY,"The analysis is constrained by segmentation artifacts, motivating the volume filter.",to avoid artifacts from segmentation,0.9,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,chunk_2ca960600a9df8b8,10,regolith.pdf
Dataset:dataset_lunar_regolith_3d,Paper:regolith,REPORTED_IN:45642855247315dd,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Dataset:apollo_samples_10084_14163,Paper:regolith,REPORTED_IN:395e47372fa24025,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Dataset:change5_mission_data,Paper:regolith,REPORTED_IN:295d622a9f048d6f,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Equation:eq_v_gt_15000,Paper:regolith,REPORTED_IN:9859a35bb1e06e75,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Limitation:segmentation_artifacts,Paper:regolith,REPORTED_IN:854c69fedd41a16f,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Person:person_chiaramonti,Paper:regolith,REPORTED_IN:525e8b1b0203f5d2,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Person:person_garboczi,Paper:regolith,REPORTED_IN:1b231b3e13eb90e1,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Person:person_wu,Paper:regolith,REPORTED_IN:d79e9a698ac18647,REPORTED_IN,reported in this paper,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,1.0,regolith.pdf p.10 page_text chunk_2ca960600a9df8b8,,,
Document:regolith_p13_chunk,Paper:regolith,REPORTED_IN:02f7f99e70662e6c,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Document:regolith_p13_chunk,Person:matthias_weber,MENTIONS:25071a60ddbe3a74,MENTIONS,The chunk lists Matthias Weber as part of the author line.,Matthias Weber et al.,0.85,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Document:regolith_p13_chunk,Method:multivariate_data_analysis,MENTIONS:aee589ebd6c6c82b,MENTIONS,The chunk discusses multivariate analysis results.,Multivariate Data Analysis,0.9,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Document:regolith_p13_chunk,Method:parametric_modeling,MENTIONS:58562f90f20138a1,MENTIONS,The chunk discusses parametric modeling and its use for comparisons.,Parametric Modeling,0.9,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Document:regolith_p13_chunk,Dataset:apollo_sample_10084,MENTIONS:c029974a96edbe7d,MENTIONS,The chunk references Apollo sample 10084 in discussing differences between landing sites.,Apollo sample 10084,0.9,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Document:regolith_p13_chunk,Organization:chang_e_mission,MENTIONS:678350877d293a5a,MENTIONS,The chunk references the Chang’e mission in discussing mare landing site comparisons.,the Chang’e mission,0.9,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Person:matthias_weber,Paper:regolith,REPORTED_IN:bef88dc44eb19290,REPORTED_IN,reported in this paper,regolith.pdf p.3 page_text chunk_99780812c420d780,1.0,regolith.pdf p.3 page_text chunk_99780812c420d780,,,
Person:matthias_weber,Document:regolith_pdf_p3_chunk,REPORTED_IN:f60c34ab1e475399,REPORTED_IN,The chunk is associated with the author name shown in the header.,Matthias Weber et al. 3,0.42,regolith.pdf p.3 page_text chunk_99780812c420d780,chunk_99780812c420d780,3,regolith.pdf
Material:csm-lht-1_particles,Paper:regolith,REPORTED_IN:576dc8e3a7485078,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Dataset:apollo_sample_10084,Paper:regolith,REPORTED_IN:12c0d51711bac734,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Organization:chang_e_mission,Paper:regolith,REPORTED_IN:a3f17ce425aaf998,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Organization:chang_e_mission,Concept:landing_sites,MENTIONS:98dd50f33b36f042,MENTIONS,The Chang’e mission is mentioned in the context of a mare landing site comparison.,mare landing sites ... and the Chang’e mission,0.7,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Concept:landing_sites,Paper:regolith,REPORTED_IN:9bde2f3cedb82b3a,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Application:digital_twin_regolith,Paper:regolith,REPORTED_IN:8c693df9dea48d81,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Variable:particle_volume,Paper:regolith,REPORTED_IN:7f7c809fbbd29c8b,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Variable:particle_volume,Variable:surface_area,INFLUENCES:992b45ae48474e90,INFLUENCES,Particle volume and surface area are reported as strongly correlated.,particle volume and surface area are strongly corre- lated,0.85,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Variable:particle_volume,Descriptor:sphericity,INFLUENCES:c3d3ad491c9ae322,INFLUENCES,Particle volume is reported as negatively correlated with sphericity.,"particle volume and surface area are strongly corre- lated, both negatively with sphericity",0.8,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Variable:surface_area,Paper:regolith,REPORTED_IN:f36c69a594127aba,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Variable:surface_area,Descriptor:sphericity,INFLUENCES:e900021bf71ad9fb,INFLUENCES,Surface area is reported as negatively correlated with sphericity.,"particle volume and surface area are strongly corre- lated, both negatively with sphericity",0.8,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Descriptor:sphericity,Paper:regolith,REPORTED_IN:e9f3dac9318a0a27,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Descriptor:aspect_ratio,Paper:regolith,REPORTED_IN:34decceed3a1382c,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Descriptor:aspect_ratio,Concept:size_related_descriptors,COMPARES_WITH:3042f2af31063f06,COMPARES_WITH,Aspect ratio is stated to exhibit no clear correlation with size-related descriptors.,aspect ratio exhibits no clear correlation with size-related descriptors,0.85,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Descriptor:gray_value_cv,Paper:regolith,REPORTED_IN:2c3f240f7a84a22c,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Descriptor:gray_value_cv,Variable:particle_volume,INFLUENCES:caff3f3290d5c67c,INFLUENCES,Gray-value coefficient of variation is reported as strongly positively correlated with particle volumes.,"strongly positively correlated to particle sizes, i.e., volumes and surface areas",0.85,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Descriptor:gray_value_cv,Variable:surface_area,INFLUENCES:60b78f1b8dfcd075,INFLUENCES,Gray-value coefficient of variation is reported as strongly positively correlated with particle surface areas.,"strongly positively correlated to particle sizes, i.e., volumes and surface areas",0.85,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Concept:size_related_descriptors,Paper:regolith,REPORTED_IN:83bac0ffbb76243a,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Application:morphology_texture_comparison,Paper:regolith,REPORTED_IN:df3a0a84e1c8a63b,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Concept:descriptor_vectors,Paper:regolith,REPORTED_IN:4d2963703756f6ea,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Concept:multivariate_probability_distribution,Paper:regolith,REPORTED_IN:2d1d66143048843f,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Finding:finding_vol_sa_strong_corr,Paper:regolith,REPORTED_IN:968bbe0e8f958b74,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Finding:finding_vol_sa_strong_corr,Variable:particle_volume,MENTIONS:8eaf87513fe98ac1,MENTIONS,The finding concerns particle volume.,particle volume and surface area are strongly corre- lated,0.9,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Finding:finding_vol_sa_strong_corr,Variable:surface_area,MENTIONS:61a54b68c3e75c6f,MENTIONS,The finding concerns surface area.,particle volume and surface area are strongly corre- lated,0.9,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Finding:finding_vol_sa_strong_corr,Document:regolith_p13_chunk,REPORTED_IN:7c30af2fa08d0a48,REPORTED_IN,The volume-surface area correlation is reported in this document chunk.,Figure 7indi- cates that particle volume and surface area are strongly corre- lated,0.85,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Finding:finding_vol_sa_neg_with_sphericity,Paper:regolith,REPORTED_IN:828133418ad963ff,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Finding:finding_vol_sa_neg_with_sphericity,Descriptor:sphericity,MENTIONS:4033841c9fdb7a27,MENTIONS,The finding involves sphericity.,both negatively with sphericity,0.9,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Finding:finding_aspect_ratio_no_corr_size,Paper:regolith,REPORTED_IN:50b996b952373a68,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Finding:finding_aspect_ratio_no_corr_size,Descriptor:aspect_ratio,MENTIONS:f8a2067866cf82d0,MENTIONS,The finding concerns aspect ratio.,aspect ratio exhibits no clear correlation with size-related descriptors,0.9,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
Finding:finding_gray_cv_pos_corr_size,Paper:regolith,REPORTED_IN:5148e564054a1751,REPORTED_IN,reported in this paper,regolith.pdf p.13 page_text chunk_384212dd00619739,1.0,regolith.pdf p.13 page_text chunk_384212dd00619739,,,
Finding:finding_gray_cv_pos_corr_size,Descriptor:gray_value_cv,MENTIONS:54024de6dd7a0a58,MENTIONS,The finding concerns coefficients of variation of particle-wise gray values.,coeffi- cients of variation of particle-wise gray values are strongly positively correlated,0.9,regolith.pdf p.13 page_text chunk_384212dd00619739,chunk_384212dd00619739,13,regolith.pdf
